customer_id,date,month,month_num,day_of_week,quarter,age,gender,region,occupation,segment,product,channel,amount,balance,tenure_months,num_products,monthly_txn,credit_score,satisfaction,fees_paid,churned,is_fraud
CUST-02558,2024-03-19,March,3,Tuesday,Q1,49,Male,Abuja,Student,Student,Mortgage,Mobile App,12000,101000,34,4,26,312,7.9,0,No,No
CUST-02559,2024-07-25,July,7,Thursday,Q3,30,Male,Ibadan,Doctor,Retail,Mobile Loan,Branch,45000,277000,11,3,6,678,4.9,100,No,No
CUST-02560,2024-10-30,October,10,Wednesday,Q4,36,Male,Lagos,Accountant,Corporate,Investment Fund,Web Portal,1090000,3840000,47,5,11,727,6.5,1600,No,No
CUST-02561,2024-03-23,March,3,Saturday,Q1,40,Female,Lagos,Farmer,Retail,Insurance Plan,Web Portal,64000,248000,69,1,26,598,5.2,100,Yes,No
CUST-02562,2024-02-20,February,2,Tuesday,Q1,48,Female,Port Harcourt,Doctor,Corporate,Current Account,Mobile App,2053000,29760000,21,3,13,674,4.4,2100,Yes,No
CUST-02563,2024-02-27,February,2,Tuesday,Q1,26,Female,Enugu,Engineer,Retail,Credit Card,Mobile App,108000,782000,85,2,14,767,7.4,100,No,No
CUST-02564,2024-12-01,December,12,Sunday,Q4,53,Female,Enugu,Farmer,Retail,Insurance Plan,Branch,212000,225000,110,1,45,554,7.7,600,No,No
CUST-02565,2024-04-04,April,4,Thursday,Q2,41,Male,Kano,Lawyer,Premium,Mobile Loan,Mobile App,107000,439000,82,5,3,558,5.9,100,No,No
CUST-02566,2024-06-08,June,6,Saturday,Q2,23,Female,Enugu,Engineer,Student,Mobile Loan,Mobile App,14000,144000,68,2,31,526,5.0,0,No,No
CUST-02567,2024-01-27,January,1,Saturday,Q1,39,Male,Kano,Trader,SME,Savings Account,Web Portal,52000,170000,4,1,35,552,10.0,100,No,No
CUST-02568,2024-06-18,June,6,Tuesday,Q2,47,Male,Kano,Lawyer,Corporate,Credit Card,Web Portal,5590000,9704000,66,1,6,776,6.0,8400,Yes,No
CUST-02569,2024-03-06,March,3,Wednesday,Q1,39,Male,Ibadan,Engineer,Corporate,Investment Fund,Mobile App,4056000,47546000,119,1,32,708,5.3,4100,No,No
CUST-02570,2024-05-30,May,5,Thursday,Q2,30,Female,Port Harcourt,Teacher,Retail,Fixed Deposit,Mobile App,74000,660000,88,4,45,509,5.2,100,No,No
CUST-02571,2024-11-30,November,11,Saturday,Q4,47,Male,Kano,Trader,SME,Mortgage,USSD,925000,2933000,84,1,41,576,8.5,1800,Yes,No
CUST-02572,2024-02-13,February,2,Tuesday,Q1,29,Male,Kano,Trader,SME,Mortgage,Web Portal,868000,12149000,98,3,10,444,9.4,1300,Yes,No
CUST-02573,2024-06-02,June,6,Sunday,Q2,38,Male,Enugu,Student,Student,Credit Card,Branch,14000,21000,33,1,3,612,7.6,0,No,No
CUST-02574,2024-11-18,November,11,Monday,Q4,43,Male,Abuja,Entrepreneur,SME,Credit Card,Branch,166000,1256000,75,2,13,551,6.5,500,No,No
CUST-02575,2024-07-30,July,7,Tuesday,Q3,28,Male,Ibadan,Civil Servant,Retail,Credit Card,Mobile App,144000,2087000,101,1,16,778,6.7,100,No,No
CUST-02576,2024-05-09,May,5,Thursday,Q2,45,Male,Port Harcourt,Entrepreneur,SME,Insurance Plan,Web Portal,219000,1009000,68,3,3,451,9.4,300,Yes,No
CUST-02577,2024-11-30,November,11,Saturday,Q4,45,Female,Ibadan,Student,Student,Mobile Loan,Web Portal,34000,93000,5,1,20,408,9.4,100,No,No
CUST-02578,2024-11-14,November,11,Thursday,Q4,33,Female,Port Harcourt,Engineer,Corporate,Fixed Deposit,Mobile App,585000,6139000,29,1,43,802,7.9,600,Yes,No
CUST-02579,2024-01-06,January,1,Saturday,Q1,34,Male,Enugu,Trader,SME,Investment Fund,USSD,1330000,9987000,80,1,15,604,7.3,2700,No,No
CUST-02580,2024-04-22,April,4,Monday,Q2,30,Male,Kano,Student,Student,Mobile Loan,Mobile App,47000,121000,63,2,32,613,6.8,0,Yes,No
CUST-02581,2024-07-29,July,7,Monday,Q3,52,Female,Lagos,Doctor,Corporate,Investment Fund,Mobile App,1193000,8989000,49,3,39,761,6.5,1200,No,No
CUST-02582,2024-04-08,April,4,Monday,Q2,18,Female,Enugu,Teacher,Student,Fixed Deposit,Mobile App,9000,61000,10,4,35,586,7.5,0,No,No
CUST-02583,2024-05-12,May,5,Sunday,Q2,56,Female,Kano,Entrepreneur,SME,Investment Fund,Branch,882000,1850000,107,1,36,446,7.4,2600,Yes,No
CUST-02584,2024-12-03,December,12,Tuesday,Q4,41,Female,Lagos,Doctor,Corporate,Investment Fund,Branch,2750000,29577000,68,2,42,803,5.5,8200,No,No
CUST-02585,2024-09-13,September,9,Friday,Q3,30,Female,Enugu,Entrepreneur,SME,Savings Account,Mobile App,259000,1304000,45,1,26,792,6.8,300,No,No
CUST-02586,2024-05-24,May,5,Friday,Q2,35,Male,Abuja,Trader,SME,Investment Fund,Branch,486000,6637000,10,2,13,527,6.6,1500,No,No
CUST-02587,2024-11-22,November,11,Friday,Q4,30,Female,Abuja,Student,Student,Mortgage,USSD,15000,53000,36,1,29,573,10.0,0,No,No
CUST-02588,2024-06-19,June,6,Wednesday,Q2,25,Male,Kano,Civil Servant,Retail,Investment Fund,USSD,41000,543000,66,4,34,420,5.5,100,No,No
CUST-02589,2024-04-23,April,4,Tuesday,Q2,40,Female,Lagos,Engineer,Premium,Current Account,Mobile App,154000,700000,18,3,10,427,4.4,200,No,No
CUST-02590,2024-01-02,January,1,Tuesday,Q1,44,Male,Abuja,Entrepreneur,SME,Mobile Loan,Branch,411000,4563000,91,3,3,570,8.7,1200,No,No
CUST-02591,2024-06-01,June,6,Saturday,Q2,37,Male,Enugu,Teacher,Retail,Investment Fund,Mobile App,100000,1187000,56,3,32,628,6.8,100,No,No
CUST-02592,2024-04-29,April,4,Monday,Q2,25,Male,Lagos,Doctor,Retail,Fixed Deposit,Branch,134000,474000,66,4,41,606,7.7,400,Yes,No
CUST-02593,2024-01-21,January,1,Sunday,Q1,34,Male,Port Harcourt,Farmer,Retail,Investment Fund,Web Portal,151000,2097000,54,2,28,631,8.6,200,No,No
CUST-02594,2024-03-08,March,3,Friday,Q1,28,Female,Port Harcourt,Teacher,Retail,Investment Fund,USSD,186000,1503000,28,1,15,611,7.9,400,No,No
CUST-02595,2024-06-06,June,6,Thursday,Q2,57,Female,Kano,Teacher,Retail,Fixed Deposit,Branch,269000,878000,28,2,26,664,7.1,800,No,No
CUST-02596,2024-03-31,March,3,Sunday,Q1,32,Female,Abuja,Student,Student,Insurance Plan,Mobile App,6000,37000,42,3,42,309,5.7,0,Yes,No
CUST-02597,2024-04-12,April,4,Friday,Q2,44,Female,Lagos,Trader,SME,Current Account,Web Portal,513000,3175000,82,5,4,756,5.6,800,No,No
CUST-02598,2024-09-15,September,9,Sunday,Q3,33,Male,Enugu,Teacher,Retail,Savings Account,Branch,248000,663000,39,5,3,784,9.9,700,No,No
CUST-02599,2024-04-25,April,4,Thursday,Q2,29,Male,Lagos,Trader,SME,Mortgage,Mobile App,794000,2807000,31,1,40,755,6.4,800,No,No
CUST-02600,2024-06-04,June,6,Tuesday,Q2,39,Male,Kano,Entrepreneur,SME,Credit Card,Web Portal,430000,3360000,99,1,29,663,10.0,600,Yes,No
CUST-02601,2024-04-16,April,4,Tuesday,Q2,26,Male,Lagos,Accountant,Retail,Mortgage,Web Portal,107000,1462000,10,3,6,449,7.6,200,No,No
CUST-02602,2024-01-26,January,1,Friday,Q1,18,Female,Port Harcourt,Civil Servant,Student,Insurance Plan,Mobile App,16000,172000,91,5,39,371,9.6,0,No,No
CUST-02603,2024-03-19,March,3,Tuesday,Q1,47,Male,Port Harcourt,Doctor,Corporate,Savings Account,Branch,11566000,36830000,48,2,10,740,8.0,34700,No,No
CUST-02604,2024-09-04,September,9,Wednesday,Q3,38,Male,Lagos,Accountant,Premium,Mobile Loan,Mobile App,196000,990000,58,2,6,737,7.7,200,No,No
CUST-02605,2024-06-13,June,6,Thursday,Q2,23,Male,Abuja,Accountant,Student,Mobile Loan,Mobile App,6000,29000,119,1,8,534,7.4,0,No,No
CUST-02606,2024-02-01,February,2,Thursday,Q1,43,Male,Enugu,Teacher,Retail,Mortgage,USSD,94000,1199000,95,4,15,580,8.9,200,No,No
CUST-02607,2024-10-23,October,10,Wednesday,Q4,29,Female,Abuja,Civil Servant,Retail,Mortgage,Web Portal,65000,573000,95,4,22,594,8.5,100,No,No
CUST-02608,2024-06-04,June,6,Tuesday,Q2,34,Male,Lagos,Civil Servant,Retail,Savings Account,Branch,124000,1180000,49,4,17,681,9.2,400,Yes,No
CUST-02609,2024-12-16,December,12,Monday,Q4,51,Female,Kano,Teacher,Retail,Mortgage,Mobile App,101000,1245000,34,1,10,561,6.9,100,No,No
CUST-02610,2024-08-07,August,8,Wednesday,Q3,48,Male,Lagos,Farmer,Retail,Mobile Loan,Branch,108000,1466000,106,4,20,497,7.1,300,No,No
CUST-02611,2024-03-11,March,3,Monday,Q1,44,Female,Lagos,Teacher,Retail,Mobile Loan,Mobile App,23000,344000,106,3,35,590,8.8,0,No,No
CUST-02612,2024-02-22,February,2,Thursday,Q1,42,Female,Ibadan,Accountant,Corporate,Current Account,Branch,3869000,7263000,47,2,2,831,6.4,11600,Yes,No
CUST-02613,2024-01-19,January,1,Friday,Q1,28,Male,Lagos,Doctor,Retail,Mobile Loan,Mobile App,213000,1682000,9,2,35,479,8.2,200,No,No
CUST-02614,2024-09-13,September,9,Friday,Q3,41,Male,Port Harcourt,Trader,SME,Insurance Plan,Mobile App,110000,198000,21,3,22,538,9.0,100,No,No
CUST-02615,2024-01-04,January,1,Thursday,Q1,39,Female,Ibadan,Student,Student,Savings Account,USSD,8000,77000,94,1,20,454,7.1,0,No,No
CUST-02616,2024-10-03,October,10,Thursday,Q4,30,Female,Enugu,Trader,SME,Mortgage,Web Portal,219000,2550000,109,2,1,534,6.4,300,No,No
CUST-02617,2024-12-17,December,12,Tuesday,Q4,55,Male,Abuja,Doctor,Premium,Mortgage,Mobile App,174000,473000,30,2,11,650,6.7,200,No,No
CUST-02618,2024-10-01,October,10,Tuesday,Q4,34,Female,Port Harcourt,Civil Servant,Retail,Mobile Loan,Web Portal,283000,817000,56,5,44,422,9.3,400,No,No
CUST-02619,2024-10-01,October,10,Tuesday,Q4,62,Male,Kano,Trader,SME,Investment Fund,Mobile App,110000,656000,112,2,31,590,7.0,100,No,No
CUST-02620,2024-11-03,November,11,Sunday,Q4,48,Male,Ibadan,Trader,SME,Mortgage,Mobile App,832000,3468000,79,3,38,701,5.3,800,No,No
CUST-02621,2024-10-25,October,10,Friday,Q4,60,Female,Kano,Entrepreneur,SME,Mobile Loan,Mobile App,1054000,5705000,105,5,24,730,7.2,1100,No,No
CUST-02622,2024-01-05,January,1,Friday,Q1,31,Female,Abuja,Lawyer,Corporate,Fixed Deposit,Mobile App,1917000,28669000,47,1,14,748,7.2,1900,No,No
CUST-02623,2024-12-05,December,12,Thursday,Q4,26,Male,Kano,Student,Student,Mortgage,Mobile App,12000,121000,40,3,11,343,5.7,0,No,No
CUST-02624,2024-07-24,July,7,Wednesday,Q3,41,Male,Enugu,Farmer,Retail,Insurance Plan,USSD,25000,272000,12,3,12,722,6.4,0,No,No
CUST-02625,2024-12-17,December,12,Tuesday,Q4,21,Male,Port Harcourt,Teacher,Student,Mortgage,USSD,73000,858000,69,3,20,494,7.5,100,No,No
CUST-02626,2024-07-21,July,7,Sunday,Q3,30,Female,Port Harcourt,Doctor,Retail,Investment Fund,Web Portal,57000,516000,56,2,27,581,6.5,100,No,No
CUST-02627,2024-11-09,November,11,Saturday,Q4,30,Female,Port Harcourt,Trader,SME,Mobile Loan,Branch,287000,4092000,82,1,34,787,9.4,900,No,No
CUST-02628,2024-07-14,July,7,Sunday,Q3,43,Male,Abuja,Entrepreneur,SME,Savings Account,Agent Banking,658000,764000,29,3,29,500,4.7,1600,No,No
CUST-02629,2024-03-31,March,3,Sunday,Q1,37,Female,Abuja,Entrepreneur,SME,Investment Fund,Branch,752000,6267000,75,3,4,588,8.0,2300,No,No
CUST-02630,2024-08-13,August,8,Tuesday,Q3,44,Male,Ibadan,Civil Servant,Retail,Mortgage,Branch,61000,116000,62,1,43,447,6.6,200,Yes,No
CUST-02631,2024-01-19,January,1,Friday,Q1,44,Male,Enugu,Engineer,Corporate,Fixed Deposit,Agent Banking,1176000,2441000,4,3,9,818,4.9,2900,No,No
CUST-02632,2024-02-08,February,2,Thursday,Q1,37,Male,Ibadan,Civil Servant,Retail,Credit Card,USSD,336000,2468000,101,1,10,780,5.9,700,No,No
CUST-02633,2024-03-11,March,3,Monday,Q1,31,Male,Kano,Doctor,Premium,Mortgage,Branch,710000,9622000,6,3,7,787,4.5,2100,Yes,No
CUST-02634,2024-04-10,April,4,Wednesday,Q2,34,Female,Abuja,Lawyer,Corporate,Mortgage,Mobile App,6056000,77100000,29,3,42,679,7.7,6100,No,No
CUST-02635,2024-01-03,January,1,Wednesday,Q1,34,Male,Kano,Doctor,Premium,Savings Account,Branch,4659000,69582000,69,2,25,525,6.7,14000,No,No
CUST-02636,2024-10-12,October,10,Saturday,Q4,35,Male,Kano,Engineer,Premium,Insurance Plan,Mobile App,4869000,6864000,83,2,20,515,7.2,4900,No,No
CUST-02637,2024-01-14,January,1,Sunday,Q1,35,Female,Abuja,Engineer,Corporate,Insurance Plan,Web Portal,4893000,30182000,53,1,32,757,7.5,7300,No,No
CUST-02638,2024-06-08,June,6,Saturday,Q2,23,Male,Kano,Farmer,Student,Credit Card,Mobile App,53000,116000,109,3,44,350,7.5,100,No,No
CUST-02639,2024-03-22,March,3,Friday,Q1,39,Female,Enugu,Trader,SME,Savings Account,Mobile App,204000,2475000,31,3,34,704,4.8,200,No,No
CUST-02640,2024-02-06,February,2,Tuesday,Q1,54,Male,Port Harcourt,Civil Servant,Retail,Investment Fund,Mobile App,214000,759000,118,3,6,524,7.0,200,No,No
CUST-02641,2024-06-03,June,6,Monday,Q2,59,Female,Lagos,Lawyer,Premium,Current Account,Mobile App,276000,2118000,100,5,6,425,8.2,300,No,No
CUST-02642,2024-04-06,April,4,Saturday,Q2,41,Female,Kano,Lawyer,Corporate,Investment Fund,Web Portal,753000,2980000,29,2,21,818,7.7,1100,No,No
CUST-02643,2024-12-04,December,12,Wednesday,Q4,47,Male,Ibadan,Doctor,Premium,Mobile Loan,Web Portal,2028000,17672000,93,2,1,788,5.0,3000,No,No
CUST-02644,2024-02-02,February,2,Friday,Q1,25,Female,Port Harcourt,Engineer,Retail,Current Account,Mobile App,32000,46000,93,4,11,526,6.6,0,No,No
CUST-02645,2024-02-25,February,2,Sunday,Q1,26,Male,Enugu,Entrepreneur,SME,Insurance Plan,Mobile App,108000,565000,61,1,33,625,8.1,100,No,No
CUST-02646,2024-03-16,March,3,Saturday,Q1,35,Female,Ibadan,Accountant,Premium,Investment Fund,Mobile App,2593000,38025000,27,2,28,576,6.2,2600,No,No
CUST-02647,2024-10-20,October,10,Sunday,Q4,41,Female,Abuja,Lawyer,Corporate,Investment Fund,Branch,3888000,30398000,60,2,41,632,8.0,11700,No,No
CUST-02648,2024-05-11,May,5,Saturday,Q2,37,Male,Port Harcourt,Doctor,Premium,Savings Account,Mobile App,3003000,38732000,14,3,9,460,5.7,3000,No,No
CUST-02649,2024-04-29,April,4,Monday,Q2,45,Female,Kano,Lawyer,Premium,Investment Fund,Mobile App,1945000,20128000,103,2,8,736,5.2,1900,No,No
CUST-02650,2024-08-19,August,8,Monday,Q3,55,Male,Enugu,Engineer,Corporate,Current Account,Web Portal,2039000,28077000,99,4,7,835,6.5,3100,Yes,No
CUST-02651,2024-03-26,March,3,Tuesday,Q1,40,Female,Abuja,Doctor,Premium,Mortgage,Agent Banking,446000,5016000,12,3,25,490,6.7,1100,No,No
CUST-02652,2024-03-22,March,3,Friday,Q1,43,Male,Ibadan,Farmer,Retail,Current Account,Web Portal,43000,637000,42,1,25,611,7.2,100,No,No
CUST-02653,2024-03-20,March,3,Wednesday,Q1,20,Female,Enugu,Doctor,Student,Current Account,Agent Banking,40000,85000,21,1,15,515,5.2,100,Yes,No
CUST-02654,2024-11-26,November,11,Tuesday,Q4,56,Female,Ibadan,Doctor,Premium,Fixed Deposit,Web Portal,946000,14032000,63,2,1,487,8.9,1400,Yes,No
CUST-02655,2024-11-24,November,11,Sunday,Q4,25,Female,Kano,Accountant,Retail,Mortgage,Mobile App,5000,20000,59,2,1,662,9.1,0,No,No
CUST-02656,2024-01-04,January,1,Thursday,Q1,29,Male,Ibadan,Entrepreneur,SME,Mortgage,Mobile App,706000,1775000,96,3,5,553,5.8,700,No,No
CUST-02657,2024-07-19,July,7,Friday,Q3,34,Male,Lagos,Student,Student,Investment Fund,Branch,27000,90000,100,1,9,435,6.5,100,No,No
CUST-02658,2024-09-04,September,9,Wednesday,Q3,18,Male,Abuja,Doctor,Student,Fixed Deposit,Web Portal,3000,26000,99,1,28,410,8.3,0,Yes,No
CUST-02659,2024-05-31,May,5,Friday,Q2,26,Male,Ibadan,Student,Student,Mobile Loan,Web Portal,6000,74000,31,4,9,466,6.3,0,No,No
CUST-02660,2024-07-20,July,7,Saturday,Q3,47,Male,Lagos,Student,Student,Investment Fund,Mobile App,27000,75000,42,1,19,523,7.1,0,No,No
CUST-02661,2024-02-25,February,2,Sunday,Q1,31,Male,Ibadan,Student,Student,Insurance Plan,Web Portal,48000,711000,39,4,28,525,6.5,100,No,No
CUST-02662,2024-07-28,July,7,Sunday,Q3,44,Male,Ibadan,Lawyer,Corporate,Credit Card,USSD,631000,5508000,89,2,10,833,6.6,1300,No,No
CUST-02663,2024-09-22,September,9,Sunday,Q3,34,Female,Enugu,Accountant,Corporate,Investment Fund,Web Portal,19664000,237628000,21,2,1,659,6.9,29500,No,No
CUST-02664,2024-11-27,November,11,Wednesday,Q4,42,Female,Enugu,Engineer,Premium,Investment Fund,Branch,1572000,10616000,28,3,21,594,5.7,4700,No,No
CUST-02665,2024-11-09,November,11,Saturday,Q4,25,Female,Kano,Doctor,Retail,Investment Fund,Web Portal,10000,88000,95,1,30,667,8.1,0,No,No
CUST-02666,2024-04-26,April,4,Friday,Q2,33,Female,Kano,Engineer,Premium,Mortgage,USSD,1207000,10163000,53,4,42,719,5.4,2400,Yes,No
CUST-02667,2024-02-27,February,2,Tuesday,Q1,33,Female,Lagos,Trader,SME,Mobile Loan,Mobile App,48000,499000,108,3,21,513,8.9,0,No,No
CUST-02668,2024-06-01,June,6,Saturday,Q2,29,Male,Lagos,Accountant,Retail,Mortgage,Branch,253000,1530000,60,1,44,678,8.2,800,Yes,No
CUST-02669,2024-05-23,May,5,Thursday,Q2,58,Male,Lagos,Civil Servant,Retail,Mobile Loan,Branch,137000,408000,101,3,15,470,8.6,400,No,No
CUST-02670,2024-08-16,August,8,Friday,Q3,54,Female,Enugu,Student,Student,Credit Card,USSD,11000,100000,84,1,33,525,10.0,0,No,No
CUST-02671,2024-05-12,May,5,Sunday,Q2,44,Male,Kano,Entrepreneur,SME,Mobile Loan,Branch,215000,2274000,92,2,43,784,10.0,600,Yes,No
CUST-02672,2024-01-17,January,1,Wednesday,Q1,31,Female,Lagos,Farmer,Retail,Savings Account,Mobile App,90000,474000,84,1,38,672,10.0,100,Yes,No
CUST-02673,2024-02-13,February,2,Tuesday,Q1,55,Female,Lagos,Teacher,Retail,Fixed Deposit,Web Portal,85000,237000,106,1,38,687,6.7,100,Yes,No
CUST-02674,2024-11-24,November,11,Sunday,Q4,30,Female,Kano,Entrepreneur,SME,Mortgage,Branch,170000,2151000,117,3,13,696,6.1,500,No,No
CUST-02675,2024-05-14,May,5,Tuesday,Q2,57,Male,Port Harcourt,Farmer,Retail,Credit Card,Branch,57000,482000,113,2,8,610,7.4,200,Yes,No
CUST-02676,2024-10-21,October,10,Monday,Q4,37,Female,Ibadan,Trader,SME,Investment Fund,Mobile App,435000,6119000,18,3,22,462,3.7,400,No,No
CUST-02677,2024-05-01,May,5,Wednesday,Q2,47,Female,Lagos,Lawyer,Premium,Current Account,Web Portal,617000,2736000,13,5,2,444,6.5,900,No,No
CUST-02678,2024-02-04,February,2,Sunday,Q1,56,Female,Enugu,Civil Servant,Retail,Fixed Deposit,Web Portal,458000,6842000,46,2,19,720,10.0,700,No,No
CUST-02679,2024-07-03,July,7,Wednesday,Q3,18,Female,Kano,Trader,Student,Mobile Loan,USSD,10000,93000,109,1,35,381,8.8,0,No,No
CUST-02680,2024-10-13,October,10,Sunday,Q4,48,Male,Kano,Accountant,Premium,Insurance Plan,Agent Banking,2713000,22801000,38,1,39,564,6.8,6800,No,No
CUST-02681,2024-04-18,April,4,Thursday,Q2,54,Male,Abuja,Accountant,Corporate,Investment Fund,Mobile App,5086000,58511000,38,3,44,628,7.5,5100,Yes,No
CUST-02682,2024-03-01,March,3,Friday,Q1,51,Female,Enugu,Student,Student,Credit Card,USSD,8000,81000,85,1,16,431,5.1,0,No,No
CUST-02683,2024-11-29,November,11,Friday,Q4,49,Male,Abuja,Student,Student,Investment Fund,Web Portal,5000,26000,84,1,2,578,6.7,0,No,No
CUST-02684,2024-12-17,December,12,Tuesday,Q4,52,Female,Enugu,Trader,SME,Current Account,Web Portal,721000,10628000,29,2,41,616,5.4,1100,No,No
CUST-02685,2024-08-13,August,8,Tuesday,Q3,28,Female,Kano,Civil Servant,Retail,Fixed Deposit,Mobile App,30000,159000,96,5,8,733,6.6,0,Yes,No
CUST-02686,2024-09-26,September,9,Thursday,Q3,52,Male,Lagos,Farmer,Retail,Fixed Deposit,Web Portal,113000,896000,27,3,14,566,7.4,200,No,No
CUST-02687,2024-08-16,August,8,Friday,Q3,27,Female,Enugu,Trader,SME,Credit Card,Mobile App,1175000,11017000,120,1,26,472,6.2,1200,No,No
CUST-02688,2024-10-31,October,10,Thursday,Q4,60,Female,Kano,Student,Student,Fixed Deposit,Mobile App,29000,60000,29,2,2,546,6.7,0,No,No
CUST-02689,2024-05-31,May,5,Friday,Q2,25,Male,Lagos,Entrepreneur,SME,Savings Account,Mobile App,260000,483000,54,1,27,795,9.3,300,No,No
CUST-02690,2024-08-03,August,8,Saturday,Q3,25,Female,Lagos,Doctor,Retail,Fixed Deposit,USSD,133000,204000,107,4,10,560,4.8,300,No,No
CUST-02691,2024-04-20,April,4,Saturday,Q2,25,Female,Enugu,Accountant,Retail,Current Account,Mobile App,69000,908000,63,1,34,650,6.3,100,No,No
CUST-02692,2024-12-21,December,12,Saturday,Q4,47,Female,Ibadan,Lawyer,Premium,Current Account,Web Portal,224000,2583000,83,1,21,786,9.2,300,No,No
CUST-02693,2024-01-08,January,1,Monday,Q1,45,Female,Abuja,Lawyer,Corporate,Credit Card,USSD,12859000,25366000,45,2,42,800,10.0,25700,No,No
CUST-02694,2024-02-14,February,2,Wednesday,Q1,38,Male,Lagos,Lawyer,Corporate,Savings Account,Agent Banking,624000,4445000,61,2,40,683,2.8,1600,Yes,No
CUST-02695,2024-10-26,October,10,Saturday,Q4,33,Male,Enugu,Engineer,Corporate,Fixed Deposit,USSD,1381000,14731000,51,4,12,669,6.5,2800,Yes,No
CUST-02696,2024-08-05,August,8,Monday,Q3,37,Male,Ibadan,Doctor,Corporate,Fixed Deposit,Branch,7816000,10795000,110,3,43,797,7.8,23400,No,No
CUST-02697,2024-04-14,April,4,Sunday,Q2,52,Male,Port Harcourt,Lawyer,Premium,Credit Card,Web Portal,4048000,21563000,42,1,15,784,10.0,6100,No,No
CUST-02698,2024-12-14,December,12,Saturday,Q4,45,Male,Abuja,Entrepreneur,SME,Fixed Deposit,Branch,133000,1521000,13,2,28,473,7.3,400,No,No
CUST-02699,2024-09-30,September,9,Monday,Q3,28,Female,Enugu,Doctor,Retail,Mobile Loan,Web Portal,67000,484000,109,2,4,562,8.8,100,No,No
CUST-02700,2024-12-09,December,12,Monday,Q4,28,Male,Enugu,Doctor,Retail,Investment Fund,Mobile App,361000,714000,52,2,25,447,6.4,400,No,No
CUST-02701,2024-04-02,April,4,Tuesday,Q2,41,Male,Abuja,Teacher,Retail,Fixed Deposit,USSD,190000,776000,20,1,30,483,7.4,400,No,No
CUST-02702,2024-02-19,February,2,Monday,Q1,26,Male,Port Harcourt,Civil Servant,Retail,Current Account,USSD,90000,210000,106,1,16,460,7.5,200,Yes,No
CUST-02703,2024-07-13,July,7,Saturday,Q3,66,Female,Kano,Civil Servant,Retail,Mobile Loan,Mobile App,96000,158000,74,4,21,534,7.0,100,No,No
CUST-02704,2024-08-10,August,8,Saturday,Q3,42,Female,Port Harcourt,Student,Student,Investment Fund,USSD,19000,122000,90,4,36,552,7.6,0,No,No
CUST-02705,2024-12-14,December,12,Saturday,Q4,45,Male,Enugu,Student,Student,Investment Fund,Mobile App,25000,316000,92,1,12,493,7.5,0,Yes,No
CUST-02706,2024-08-11,August,8,Sunday,Q3,32,Male,Ibadan,Civil Servant,Retail,Fixed Deposit,USSD,650000,1847000,73,1,5,693,8.2,1300,Yes,No
CUST-02707,2024-12-29,December,12,Sunday,Q4,38,Female,Port Harcourt,Civil Servant,Retail,Fixed Deposit,USSD,14000,94000,15,4,41,537,7.5,0,Yes,No
CUST-02708,2024-05-12,May,5,Sunday,Q2,31,Female,Ibadan,Accountant,Corporate,Insurance Plan,Branch,4188000,42786000,38,1,6,751,10.0,12600,Yes,No
CUST-02709,2024-12-19,December,12,Thursday,Q4,36,Female,Lagos,Engineer,Premium,Savings Account,Mobile App,908000,7636000,5,3,7,632,2.3,900,No,No
CUST-02710,2024-05-05,May,5,Sunday,Q2,19,Female,Port Harcourt,Doctor,Student,Mortgage,Web Portal,6000,18000,51,3,29,382,4.4,0,No,No
CUST-02711,2024-12-07,December,12,Saturday,Q4,24,Female,Port Harcourt,Entrepreneur,Student,Investment Fund,Web Portal,5000,23000,92,1,17,400,7.6,0,No,No
CUST-02712,2024-03-13,March,3,Wednesday,Q1,21,Female,Ibadan,Doctor,Student,Mortgage,Mobile App,20000,210000,69,1,34,458,9.1,0,No,No
CUST-02713,2024-02-18,February,2,Sunday,Q1,47,Female,Ibadan,Accountant,Premium,Fixed Deposit,Mobile App,624000,1609000,120,1,13,759,6.6,600,No,No
CUST-02714,2024-06-16,June,6,Sunday,Q2,23,Female,Abuja,Student,Student,Fixed Deposit,USSD,15000,70000,84,4,11,551,9.3,0,No,No
CUST-02715,2024-01-27,January,1,Saturday,Q1,21,Female,Port Harcourt,Entrepreneur,Student,Insurance Plan,USSD,82000,1220000,101,2,20,520,1.9,200,No,No
CUST-02716,2024-10-24,October,10,Thursday,Q4,22,Female,Lagos,Civil Servant,Student,Investment Fund,USSD,19000,94000,13,4,4,425,9.3,0,No,No
CUST-02717,2024-07-18,July,7,Thursday,Q3,18,Female,Enugu,Doctor,Student,Current Account,Branch,15000,225000,13,2,27,331,6.6,0,No,No
CUST-02718,2024-04-02,April,4,Tuesday,Q2,39,Male,Port Harcourt,Farmer,Retail,Savings Account,Branch,156000,2237000,3,3,12,748,6.6,500,No,No
CUST-02719,2024-10-16,October,10,Wednesday,Q4,44,Male,Enugu,Student,Student,Investment Fund,Web Portal,9000,126000,100,3,37,362,5.8,0,No,No
CUST-02720,2024-04-09,April,4,Tuesday,Q2,29,Male,Abuja,Entrepreneur,SME,Fixed Deposit,Web Portal,229000,334000,56,1,4,467,9.8,300,Yes,No
CUST-02721,2024-01-14,January,1,Sunday,Q1,29,Male,Ibadan,Lawyer,Retail,Investment Fund,Mobile App,33000,391000,97,3,2,471,8.6,0,Yes,No
CUST-02722,2024-02-29,February,2,Thursday,Q1,41,Female,Ibadan,Student,Student,Credit Card,Mobile App,25000,353000,86,3,32,485,4.7,0,Yes,No
