StockID,DrugName,DrugClass,SupplierName,UnitCostPrice,UnitSellingPrice,QuantityReceived,QuantityDispensed,ClosingStock,BatchNumber,ExpiryDate,ReceiptDate,StorageCondition,NafdacApproved,State
PH400423,Paracetamol 1000mg Tab,Analgesics,Fidson Healthcare,N120,N169,4022,425,3597,BN58067,2025/06/03,03.06.2024,room temp,No,Delta
PH400184,Lisinopril 10mg Tab,  ,Swipha Nigeria,NGN 320,,1256,388,868,BN96001,06/02/2027,31 January 2024,Refrigerated,Y,Anambra
PH400065,Diazepam 5mg Tab,Anxiolytics,Swipha Nigeria,NGN 550,813.00 naira,0,0,,BN75433,2026/11/14,29.11.2024,ambient,1,Oyo
PH400274,Lisinopril 10mg Tab,ANTIHYPERTENSIVES,Fidson Healthcare,320.00 naira,477.12 naira,N/A,0,,BN64923,12 April 2027,2025-02-13,Ambient Temperature,Y,Cross River
PH400146,Multivitamin Syrup,SUPPLEMENTS,Emzor Pharmaceutical,NGN 780,"1,094.58 ",-10,0,-10,BN84927,22.06.2027,29-Jul-2024,Refrigerated,1,Cross River
PH400230,Diazepam 5mg Tab,Anxiolytics,Evans Medical,N550,879.08,0,0,0,BN96371,18.11.2024,2025/06/21,Refrigerated,no,Akwa Ibom
PH400049,Ibuprofen 400mg Tab,Analgesics,Swipha Nigeria,NGN 180,₦251.07,-10,0,-10,BN36224,18/11/2025,2025-02-27,Controlled,true,Akwa Ibom
PH400149,Amoxicillin 500mg Cap,Antibiotics,May & Baker Nigeria,NIL,NGN 671,-10,0,-10,BN61167,2026/08/27,05/15/2024,room temp,no,Plateau
PH400159,Ibuprofen 400mg Tab,Analgesics,Emzor Pharmaceutical,180.00 naira,--,0,0,,BN86341,04/08/2025,13/10/2024,Ambient Temperature,false,Kaduna
PH400040,Metformin 850mg Tab,ANTIDIABETICS,Emzor Pharmaceutical,N350,N461,3398,1291,2107,BN22138,2025/01/02,27.03.2025,room temp,false,Anambra
PH400416,Lisinopril 10mg Tab,ANTIHYPERTENSIVES,May & Baker Nigeria,N320,₦386.45,265,226,39,BN11076,2025/06/07,16 October 2024,Refrigerated,N,Kano
PH400290,Insulin Glargine 100IU/mL,Antidiabetics,May & Baker Nigeria,8500.00 naira,"₦11,118.80",2649,  ,1116,BN24240,2026/04/19,23 February 2024,ambient,N,Edo
PH400332,Omeprazole 20mg Cap,GI Drugs,May & Baker Nigeria,₦410.00,577.56,917,535,382,BN20034,17.01.2027,03-May-2024,Refrigerated,No,Abuja
PH400367,Amlodipine 5mg Tab,Antihypertensives,Swipha Nigeria,₦290.00,NGN 427,0,,0,BN16378,N/A,not set,Cold Chain (2-8°C),no,Lagos
PH400061,Lisinopril 10mg Tab,Antihypertensives,Emzor Pharmaceutical,320.00 naira,N465,114,91,23,BN61652,10/26/2026,11.06.2025,COLD CHAIN,N,Akwa Ibom
PH400368,Diazepam 5mg Tab,ANXIOLYTICS,May & Baker Nigeria,550,NGN 841,4187,1439,2748,BN33600,03 April 2027,29/10/2024,ambient,1,Abuja
PH400081,Insulin Glargine 100IU/mL,Antidiabetics,Swipha Nigeria,8500.00 naira,"₦13,062.83",0,0,0,BN65695,02-Nov-2024,21 June 2025,Refrigerated,TRUE,Plateau
PH400218,Amoxicillin 500mg Cap,Antibiotics,May & Baker Nigeria,₦480.00,₦727.48,0,0,0,BN29842,14.03.2025,28-Nov-2024,room temp,false,Anambra
PH400191,Multivitamin Syrup,Supplements,Swipha Nigeria,₦780.00,N960,-10,0,-10,BN65053,10-Jul-2026,02/06/2024,Controlled,yes,abuja
PH400194,  Artemether-Lumefantrine 80/480,Antimalarials,May & Baker Nigeria,650,₦820.22,-10,0,-10,BN62446,22-Apr-2025,07.01.2024,room temp,true,Plateau
PH400380,Multivitamin Syrup,SUPPLEMENTS,May & Baker Nigeria,NGN 780,1161.50 naira,1900,567,1333,BN49887,2025/03/26,2024-07-02,Ambient Temperature,0,Cross River
PH400185,Multivitamin Syrup,Supplements,Evans Medical,N780,"1,080.78 ",-10,0,-10,BN31421,2024-11-25,15 January 2024,Ambient Temperature,1,Anambra
PH400308,Metformin 850mg Tab,Antidiabetics,May & Baker Nigeria,350,N555,0,0,0,BN22792,2025/01/02,2024/04/12,Cold Chain (2-8°C),Y,kano
PH400427,Artemether-Lumefantrine 80/480,Antimalarials,Emzor Pharmaceutical,₦650.00,N854,-10,0,-10,BN71967,04 July 2026,2024-02-29,COLD CHAIN,1,Kaduna
PH400126,Metformin 850mg Tab,Antidiabetics,Emzor Pharmaceutical,350.00 naira,456.69,-10,0,-10,BN25221,08/19/2027,05/20/2024,ambient,true,Plateau
PH400314,Paracetamol 1000mg Tab,Analgesics,Emzor Pharmaceutical,N120,NGN 154,0,0,0,BN10931,18-Mar-2025,2025-05-03,Refrigerated,TRUE,Lagos State
PH400035,Amoxicillin 500mg Cap,antibiotics,May & Baker Nigeria,₦480.00,₦719.70,-10,0,-10,BN71435,2025/12/18,11/04/2024,ambient,yes,Rivers
PH400255,Amoxicillin 500mg Cap,Antibiotics,Fidson Healthcare,  ,₦602.45,0,0,0,BN40235,23 January 2025,30.11.2024,Refrigerated,TRUE,Abuja
PH400155,Amlodipine 5mg Tab,Antihypertensives,May & Baker Nigeria,₦290.00,408.4,0,0,0,BN98596,11/24/2026,2025-01-29,ambient,N,Delta
PH400365,Insulin Glargine 100IU/mL,ANTIDIABETICS,Emzor Pharmaceutical,8500,"11,248.94 ",1843,1520,323,BN29795,2026/10/30,04/10/2025,ambient,true,Akwa Ibom
PH400124,Multivitamin Syrup,Supplements,Emzor Pharmaceutical,NGN 780,"NGN 1,074",2952,2453,499,BN32532,2027/07/19,05 June 2024,Controlled,yes,Lagos
PH400048,Diazepam 5mg Tab,ANXIOLYTICS,Fidson Healthcare,550.00 naira,668.18,2879,1241,1638,BN27063,25/08/2027,02/09/2025,Controlled,false,Anambra
PH400248,Metformin 850mg Tab,ANTIDIABETICS,Emzor Pharmaceutical,350.00 naira,NGN 545,-10,0,-10,BN14139,15-Apr-2025,2024-07-11,room temp,TRUE,Oyo
PH400085,Diazepam 5mg Tab,Anxiolytics,Swipha Nigeria,550.00 naira,₦648.54,3088,1857,1231,BN68969,10/18/2026,25 March 2024,Controlled,N,Delta
PH400078,Ibuprofen 400mg Tab,Analgesics,Emzor Pharmaceutical,180.00 naira,248.73 naira,-10,0,-10,BN91375,19 July 2027,11-Oct-2024,Controlled,no,Delta
PH400069,Insulin Glargine 100IU/mL,Antidiabetics,Swipha Nigeria,"₦8,500.00","N12,287",0,0,0,BN26867,17-May-2025,29-Nov-2024,Ambient Temperature,Y,ABUJA
PH400153,Metformin 850mg Tab,Antidiabetics,Evans Medical,₦350.00,N411,N/A,0,0,BN50353,10/08/2026,06.02.2024,ambient,yes,kano
PH400113,Omeprazole 20mg Cap,GI DRUGS,Fidson Healthcare,₦410.00,505.77,-10,0,-10,BN62016,19/11/2026,12 January 2025,Cold Chain (2-8°C),N,Kaduna
PH400046,Metformin 850mg Tab,ANTIDIABETICS,May & Baker Nigeria,N350,NGN 539,665,297,368,BN91512,08.05.2027,2025/03/08,Refrigerated,no,Ogun
PH400381,Cotrimoxazole 480mg Tab,NIL,Fidson Healthcare,200.00 naira,268.50 naira,0,nil,0,BN51770,2025/02/03,23.07.2024,ambient,false,Lagos
PH400101,Insulin Glargine 100IU/mL,ANTIDIABETICS,Swipha Nigeria,8500.00 naira,12212.31 naira,-10,0,-10,BN62859,17.06.2026,01/10/2024,Refrigerated,no,kano
PH400371,Omeprazole 20mg Cap,GI Drugs,May & Baker Nigeria,NGN 410,643.84 naira,-10,0,-10,BN15867,08/10/2026,11/09/2024,room temp,Yes,abuja
PH400054,Amlodipine 5mg Tab,Antihypertensives,Swipha Nigeria,290,N432,0,0,0,BN28673,01/18/2027,01/19/2024,Cold Chain (2-8°C),yes,Port Harcourt
PH400380,Multivitamin Syrup,SUPPLEMENTS,May & Baker Nigeria,NGN 780,1161.50 naira,1900,567,1333,BN49887,2025/03/26,2024-07-02,Ambient Temperature,0,Cross River
PH400393,Amlodipine 5mg Tab,ANTIHYPERTENSIVES,May & Baker Nigeria,NGN 290,424.11,-10,0,-10,BN14333,2025-09-28,23-Dec-2024,Controlled,FALSE,ABUJA
PH400068,Insulin Glargine 100IU/mL,Antidiabetics,Emzor Pharmaceutical,8500,"N12,054",0,0,0,BN18020,03 March 2027,08.01.2025,Ambient Temperature,0,Abuja
PH400016,Amoxicillin 500mg Cap,Antibiotics,Evans Medical,₦480.00,NGN 730,-10,0,-10,BN13133,02 June 2025,2025-03-28,ambient,N,Akwa Ibom
PH400186,Paracetamol 1000mg Tab,Analgesics,Fidson Healthcare,N120,NGN 167,0,0,0,BN55317,19 September 2025,19 October 2024,COLD CHAIN,Yes,Akwa Ibom
PH400346,Diazepam 5mg Tab,ANXIOLYTICS,Swipha Nigeria,₦550.00,null,0,0,0,BN73988,22.02.2026,09.12.2024,COLD CHAIN,0,Delta
PH400137,Insulin Glargine 100IU/mL,Antidiabetics,Swipha Nigeria,8500.00 naira,"N12,305",-10,0,-10,Unknown,05 July 2025,12.05.2024,room temp,1,Anambra
PH400154,Diazepam 5mg Tab,Anxiolytics,Emzor Pharmaceutical,N550,N/A,-10,0,-10,BN88584,2025-05-21,04/01/2024,Ambient Temperature,true,rivers
PH400265,Artemether-Lumefantrine 80/480,ANTIMALARIALS,Fidson Healthcare,650.00 ,unknown,0,0,0,BN14869,14-Mar-2025,13 October 2024,ambient,yes,Anambra
PH400360,Omeprazole 20mg Cap,gi drugs,Fidson Healthcare,410.00 naira,₦563.61,0,0,0,BN14173,2027-08-20,2024/07/10,Cold Chain (2-8°C),yes,Imo
PH400130,Artemether-Lumefantrine 80/480,Antimalarials,Emzor Pharmaceutical,650.00 ,"N1,013",-10,0,-10,nil,2025/06/02,06/23/2024,COLD CHAIN,No,KANO
PH400398,Paracetamol 1000mg Tab,ANALGESICS,May & Baker Nigeria,N120,175.64 ,0,0,0,BN36288,2027-01-06,06/09/2025,ambient,Yes,Imo
PH400392,Metformin 850mg Tab,Antidiabetics,Swipha Nigeria,350.00 ,470.98 naira,1530,1141,389,BN25331,15-Sep-2026,2024-03-27,Controlled,N,Anambra
PH400284,Cotrimoxazole  480mg Tab,N/A,Emzor Pharmaceutical,200.00 ,285.42,2253,,1202,BN87230,N/A,2024-04-15,Ambient Temperature,yes,Edo
PH400241,Insulin Glargine 100IU/mL,?,Emzor Pharmaceutical,"NGN 8,500","NGN 9,775",2818,847,1971,BN99164,07/17/2025,01/31/2024,room temp,1,Kano
PH400216,Multivitamin Syrup,Supplements,Fidson Healthcare,N780,"N1,115",-10,0,-10,BN19073,22.12.2025,04/16/2024,Ambient Temperature,TRUE,Edo
PH400020,Metformin 850mg Tab,antidiabetics,Emzor Pharmaceutical,NGN 350,₦519.34,0,0,0,BN41419,2026-02-19,29.10.2024,Refrigerated,N,Delta
PH400337,Omeprazole 20mg Cap,Gi Drugs,Swipha Nigeria,410,557.33,4279,3951,328,BN26457,06/16/2026,21/12/2024,Cold Chain (2-8°C),N,Abuja
PH400171,Insulin Glargine 100IU/mL,ANTIDIABETICS,Emzor Pharmaceutical,"₦8,500.00","₦10,601.88",Unknown,0,0,BN74341,,29.06.2024,Refrigerated,Y,Plateau
PH400162,Artemether-Lumefantrine 80/480,Antimalarials,Fidson Healthcare,₦650.00,937.72 ,683,536,147,BN15429,18/09/2026,03 October 2024,Refrigerated,Yes,Cross River
PH400291,Ibuprofen 400mg Tab,Analgesics,May & Baker Nigeria,180,N251,-10,?,-10,BN37617,04/11/2024,25 August 2024,ambient,N,Lagos
PH400129,Amlodipine 5mg Tab,Antihypertensives,Fidson Healthcare,₦290.00,NGN 353,0,0,0,BN41375,,06/01/2024,Controlled,true,LAGOS
PH400307,Lisinopril 10mg Tab,antihypertensives,Swipha Nigeria,320,N488,-10,0,-10,BN99196,15-Jun-2027,25-Oct-2024,Ambient Temperature,N,Plateau
PH400089,Metformin 850mg Tab,ANTIDIABETICS,May & Baker Nigeria,₦350.00,476.04,0,0,0,BN78550,2025/09/11,22/10/2024,Controlled,true,Kaduna
PH400385,Multivitamin Syrup,supplements,May & Baker Nigeria,NGN 780,"₦1,186.55",-10,0,-10,BN85027,04 April 2027,12/16/2024,ambient,true,Oyo
PH400158,Diazepam 5mg Tab,Anxiolytics,Swipha Nigeria,550.00 ,NGN 869,733,301,432,BN51516,28 April 2027,,Controlled,Yes,Oyo
PH400373,Diazepam 5mg Tab,Anxiolytics,Emzor Pharmaceutical,N550,N876,-10,0,-10,BN54627,16.06.2026,02/12/2025,Refrigerated,1,Lagos
PH400022,Multivitamin Syrup,SUPPLEMENTS,Emzor Pharmaceutical,780.00 naira,₦956.81,null,0,-10,BN40343,18-Sep-2026,2024-01-29,room temp,false,LAGOS
PH400376,Ibuprofen 400mg Tab,ANALGESICS,May & Baker Nigeria,₦180.00,₦253.37,2830,1916,914,BN80414,27.04.2027,05-Feb-2025,Refrigerated,true,abuja
PH400205,Ibuprofen 400mg Tab,Analgesics,Emzor Pharmaceutical,180.00 naira,281.89 naira,4353,1045,3308,BN35010,23.01.2025,07-May-2025,COLD CHAIN,No,Cross River
PH400272,Insulin Glargine 100IU/mL,Antidiabetics,Swipha Nigeria,"8,500.00 ","12,850.62 ",2375,208,,BN59606,11/15/2024,2024/01/30,Controlled,1,Ogun
PH400275,Insulin Glargine 100IU/mL,ANTIDIABETICS,Evans Medical,"NGN 8,500","N9,859",3247,2309,938,BN99981,2027-05-12,2024/02/27,Controlled,no,Akwa Ibom
PH400174,Multivitamin Syrup,Supplements,Fidson Healthcare,780.00 naira,"NGN 1,010",-10,0,-10,BN83867,,21/10/2024,Cold Chain (2-8°C),false,Cross River
PH400324,Ibuprofen 400mg Tab,Analgesics,Fidson Healthcare,NGN 180,N/A,-10,0,-10,BN92094,27.01.2025,10 July 2024,Refrigerated,0,Oyo
PH400277,Ibuprofen 400mg Tab,Analgesics,Emzor Pharmaceutical,180,217.74 ,-10,0,,BN65269,26-Jul-2027,04/01/2025,room temp,Y,Lagos
PH400193,Omeprazole 20mg Cap,GI Drugs,Evans Medical,₦410.00,NGN 498,-10,0,,BN20112,03.08.2026,24-Jul-2024,Refrigerated,Yes,Ogun
PH400344,Amoxicillin 500mg Cap,antibiotics,Fidson Healthcare,480.00 ,₦764.12,n/a,0,0,BN28928,2025/05/27,09.09.2024,Ambient Temperature,yes,Lagos
PH400055,Ibuprofen 400mg Tab,analgesics,Fidson Healthcare,N180,249.21 ,3744,1867,1877,BN78987,04/02/2026,01/05/2025,COLD CHAIN,N,Ogun
PH400131,Omeprazole 20mg Cap   ,GI Drugs,Swipha Nigeria,N410,N567,-10,0,,BN23986,12-Jul-2027,2024-06-22,Controlled,false,Ogun
PH400326,Multivitamin Syrup,Supplements,May & Baker Nigeria,780.00 ,"₦1,045.01",-10,0,-10,-,29 August 2025,11.05.2024,Cold Chain (2-8°C),1,Akwa Ibom
PH400147,Amoxicillin 500mg Cap   ,Antibiotics,Swipha Nigeria,480.00 naira,677.14 ,0,0,0,BN68654,2025/11/25,2025/01/08,ambient,false,Cross River
PH400127,Ibuprofen 400mg Tab,Analgesics,Fidson Healthcare,N180,₦232.07,1595,412,1183,BN41255,2027-08-06,26-Aug-2024,Ambient Temperature,FALSE,Plateau
PH400421,Insulin Glargine 100IU/mL,Antidiabetics,Evans Medical,8500,"₦11,208.98",0,0,0,BN93100,30.06.2026,01 April 2025,Ambient Temperature,no,Enugu
PH400279,Artemether-Lumefantrine 80/480,ANTIMALARIALS,Fidson Healthcare,650.00 naira,N818,4985,2127,2858,BN16938,2027-03-20,08/25/2024,ambient,Yes,Delta
PH400246,Insulin Glargine 100IU/mL,Antidiabetics,May & Baker Nigeria,"NGN 8,500",  ,3892,--,1082,BN55887,2026-06-30,2024-12-11,Cold Chain (2-8°C),0,Plateau
PH400344,Amoxicillin 500mg Cap,antibiotics,Fidson Healthcare,480.00 ,₦764.12,n/a,0,0,BN28928,2025/05/27,09.09.2024,Ambient Temperature,yes,Lagos
PH400340,Metformin 850mg Tab,antidiabetics,May & Baker Nigeria,350.00 ,₦543.71,-10,0,-10,BN39581,unknown date,06 June 2024,Cold Chain (2-8°C),0,Kaduna
PH400285,  Omeprazole 20mg Cap,GI DRUGS,Emzor Pharmaceutical,410.00 ,NGN 474,0,0,0,BN52867,09.03.2027,10-Feb-2024,COLD CHAIN,1,Akwa Ibom
PH400064,Artemether-Lumefantrine 80/480,Antimalarials,Fidson Healthcare,650.00 naira,₦967.08,0,0,0,BN96040,2027/08/17,N/A,Controlled,N,Enugu
PH400157,Cotrimoxazole 480mg Tab,Antibiotics,Swipha Nigeria,N200,251.65 naira,4236,2830,1406,n/a,23-Aug-2025,08 February 2025,ambient,0,Ibadan
PH400033,Insulin Glargine 100IU/mL,Antidiabetics,Emzor Pharmaceutical,"8,500.00 ","11,335.09 ",0,0,0,BN58001,09.12.2026,2024/04/27,Refrigerated,N,Edo
PH400225,Cotrimoxazole 480mg Tab   ,Antibiotics,Swipha Nigeria,N200,N300,0,0,0,BN81521,2026-04-10,07/05/2024,Cold Chain (2-8°C),N,Delta
PH400295,Artemether-Lumefantrine  80/480,Antimalarials,Swipha Nigeria,NGN 650,NGN 880,0,0,,-,2026/12/14,23/04/2025,Controlled,1,Cross River
PH400107,Ibuprofen 400mg Tab,Analgesics,Fidson Healthcare,nil,NGN 267,-10,,-10,BN95455,08 December 2024,2024/07/18,ambient,FALSE,Anambra
PH400211,Diazepam 5mg Tab,Anxiolytics,Emzor Pharmaceutical,550,N743,0,0,0,BN97262,10/08/2026,28/01/2025,Controlled,true,Abuja
PH400128,Diazepam 5mg Tab,Anxiolytics,Fidson Healthcare,550.00 ,NGN 775,2405,1402,1003,BN89664,09/07/2026,2024/05/19,room temp,Y,Delta
PH400041,Diazepam 5mg Tab,Anxiolytics,Swipha Nigeria,₦550.00,₦727.26,0,0,0,BN86988,2026-08-15,10 February 2025,Cold Chain (2-8°C),0,Imo
PH400351,Ibuprofen 400mg Tab,Analgesics,May & Baker Nigeria,NGN 180,N246,NIL,0,0,BN72521,2025/04/14,23/01/2024,Ambient Temperature,0,Lagos
PH400168,Diazepam 5mg Tab,null,Fidson Healthcare,550.00 ,NGN 826,unknown,2751,1168,BN69920,2027/06/17,04/02/2025,Ambient Temperature,0,Imo
PH400143,Amlodipine 5mg Tab,ANTIHYPERTENSIVES,Swipha Nigeria,₦290.00,Unknown,0,0,0,BN64974,2026/02/13,09.06.2024,Cold Chain (2-8°C),yes,Edo
PH400258,Cotrimoxazole 480mg Tab,Antibiotics,Emzor Pharmaceutical,200.00 naira,₦295.35,3753,263,3490,BN39306,unknown date,2025-06-08,ambient,TRUE,Plateau
PH400209,Multivitamin Syrup,SUPPLEMENTS,Swipha Nigeria,780.00 ,"N1,031",0,0,0,BN99609,02-Dec-2025,07.04.2024,room temp,1,Cross River
PH400321,Ibuprofen 400mg Tab,ANALGESICS,Fidson Healthcare,180,₦211.82,0,0,0,BN27575,10.10.2025,2024-04-25,room temp,Y,Edo
PH400090,Multivitamin Syrup,SUPPLEMENTS,May & Baker Nigeria,NGN 780,1002.61,-10,0,,BN84800,00/00/0000,18.10.2024,Controlled,FALSE,KANO
PH400117,Amoxicillin 500mg Cap,Antibiotics,Evans Medical,N480,692.40 naira,NULL,688,290,BN59896,2027-05-16,,COLD CHAIN,No,Edo
PH400323,Lisinopril 10mg Tab,ANTIHYPERTENSIVES,Evans Medical,₦320.00,NULL,  ,0,-10,BN45635,17.01.2026,not set,Controlled,No,Enugu
PH400378,Amoxicillin 500mg Cap,Antibiotics,Emzor Pharmaceutical,480.00 naira,747.52,0,0,0,BN12970,2026-09-22,19-Jan-2024,Ambient Temperature,Y,Ogun
PH400403,Paracetamol 1000mg Tab,Analgesics,May & Baker Nigeria,₦120.00,N187,0,0,0,BN40729,01/10/2025,16.10.2024,room temp,1,Delta
PH400148,Amlodipine 5mg Tab,Antihypertensives,Swipha Nigeria,290,NGN 463,0,0,0,BN17262,2027/07/23,,Controlled,no,Oyo State
PH400029,Diazepam  5mg Tab,ANXIOLYTICS,May & Baker Nigeria,550.00 naira,770.09,4868,1585,3283,BN60467,09/04/2027,18/04/2025,COLD CHAIN,Y,Akwa Ibom
PH400320,Amlodipine 5mg Tab,Antihypertensives,Emzor Pharmaceutical,₦290.00,₦432.13,0,0,0,BN18194,2027/01/24,06/20/2025,Cold Chain (2-8°C),false,Ogun
PH400363,Amlodipine 5mg Tab,antihypertensives,Emzor Pharmaceutical,290.00 naira,N426,0,0,0,N/A,,06/01/2024,COLD CHAIN,true,Plateau
PH400361,Amoxicillin 500mg Cap,ANTIBIOTICS,Emzor Pharmaceutical,480.00 ,₦640.02,?,0,0,BN41136,11 January 2025,14.03.2025,Refrigerated,yes,Cross River
PH400422,Ibuprofen 400mg Tab,Analgesics,May & Baker Nigeria,N180,N255,unknown,0,-10,BN72414,13.01.2026,2024/12/09,Controlled,no,Kano
PH400338,Metformin 850mg Tab,antidiabetics,May & Baker Nigeria,N350,N403,0,0,0,BN37270,2025-02-01,24-Jan-2025,Refrigerated,Y,Ogun
PH400232,Artemether-Lumefantrine 80/480,ANTIMALARIALS,Evans Medical,₦650.00,N958,0,0,0,NIL,21 December 2025,26-Sep-2024,room temp,No,Cross River
PH400114,Ibuprofen 400mg Tab,analgesics,May & Baker Nigeria,₦180.00,217.41 naira,-10,0,-10,BN74644,2025-04-17,04/11/2024,Controlled,TRUE,Delta
PH400319,Omeprazole 20mg Cap,GI Drugs,Swipha Nigeria,NGN 410,504.42 naira,-10,0,-10,N/A,18.05.2027,12/05/2024,Ambient Temperature,false,kano
PH400019,Lisinopril 10mg Tab,Antihypertensives,Fidson Healthcare,320.00 ,493.70 naira,4546,1460,3086,BN66375,07.02.2025,05/06/2025,ambient,false,Kano
PH400080,Ibuprofen 400mg Tab,Analgesics,Emzor Pharmaceutical,NGN 180,271.11 ,894,192,702,BN86718,00/00/0000,02/26/2024,COLD CHAIN,Y,Plateau
PH400003,Ibuprofen 400mg Tab,Analgesics,Fidson Healthcare,NGN 180,208.05 naira,-10,0,-10,BN32249,2025/01/09,01-Jan-2025,Controlled,no,Cross River
PH400241,Insulin Glargine 100IU/mL,?,Emzor Pharmaceutical,"NGN 8,500","NGN 9,775",2818,847,1971,BN99164,07/17/2025,01/31/2024,room temp,1,Kano
PH400144,Cotrimoxazole 480mg Tab,ANTIBIOTICS,Emzor Pharmaceutical,200.00 ,NGN 287,0,0,0,BN88079,16 November 2025,2025/06/04,Controlled,FALSE,Abuja
PH400009,Multivitamin Syrup,Supplements,Fidson Healthcare,780,951.41,-10,0,-10,BN33029,11/16/2025,2025/02/27,Ambient Temperature,1,Rivers State
PH400210,Metformin 850mg Tab,Antidiabetics,Swipha Nigeria,₦350.00,505.87 naira,-10,0,-10,BN95328,2026-08-13,18.07.2024,Ambient Temperature,FALSE,Plateau
PH400104,Paracetamol 1000mg Tab,Analgesics,Swipha Nigeria,120,138.66 naira,-10,0,-10,BN47972,18-Apr-2026,2024/03/29,Cold Chain (2-8°C),Y,Oyo
PH400007,Lisinopril 10mg Tab,N/A,May & Baker Nigeria,320.00 ,493.83,4785,1000,3785,BN62747,08.11.2026,21.05.2024,Cold Chain (2-8°C),yes,Edo
PH400330,Omeprazole 20mg Cap,gi drugs,Swipha Nigeria,410,n/a,-10,0,-10,BN71993,,2025-01-28,Controlled,1,Edo
PH400334,Ibuprofen 400mg Tab   ,Analgesics,Swipha Nigeria,NGN 180,265.90 naira,null,0,0,BN64297,03/09/2027,03-Mar-2025,room temp,FALSE,Plateau
PH400074,Paracetamol 1000mg Tab,Analgesics,May & Baker Nigeria,NGN 120,NGN 150,4869,1829,3040,BN39998,13.12.2026,17.07.2024,room temp,false,Enugu
PH400377,Paracetamol 1000mg Tab,Analgesics,Swipha Nigeria,-,N165,-10,0,-10,BN58433,11/11/2024,06/19/2025,COLD CHAIN,no,Oyo
PH400062,Amoxicillin 500mg Cap,ANTIBIOTICS,May & Baker Nigeria,NGN 480,NGN 756,2878,1870,1008,BN99108,2027-06-11,08.06.2024,room temp,Y,Enugu
PH400299,Amoxicillin 500mg Cap,Antibiotics,Fidson Healthcare,480.00 naira,NGN 557,-10,0,-10,BN74321,2025-03-24,2025/01/27,Controlled,yes,Delta
PH400027,Multivitamin Syrup,Supplements,Evans Medical,NGN 780,"NGN 1,186",-10,0,-10,BN40541,20/05/2026,10.02.2024,Refrigerated,yes,lagos
PH400123,Omeprazole 20mg Cap,GI DRUGS,Swipha Nigeria,₦410.00,₦639.75,2027,1363,664,BN68679,not set,19 February 2024,Ambient Temperature,no,Plateau
PH400172,Amoxicillin 500mg Cap,antibiotics,May & Baker Nigeria,480,NGN 621,0,0,0,BN64178,28.05.2027,04 March 2024,room temp,1,Imo
PH400214,Amoxicillin 500mg Cap,ANTIBIOTICS,Swipha Nigeria,480,NGN 592,2815,--,1041,BN59179,15.12.2024,04-Jun-2024,Cold Chain (2-8°C),Yes,Kaduna
PH400190,Amoxicillin 500mg Cap,Antibiotics,Swipha Nigeria,NGN 480,₦554.93,0,0,0,BN28207,16-Feb-2027,2025-03-21,room temp,1,Kaduna
PH400247,Metformin 850mg Tab   ,ANTIDIABETICS,Evans Medical,₦350.00,N514,-10,0,-10,BN10790,25/02/2027,05/04/2024,Cold Chain (2-8°C),Y,Kaduna
PH400012,Lisinopril 10mg Tab,antihypertensives,Fidson Healthcare,N320,443.43 ,0,0,0,BN57382,01 January 2027,2024/10/26,Controlled,1,Delta
PH400278,Cotrimoxazole 480mg Tab,antibiotics,Evans Medical,₦200.00,305.64 naira,-10,0,-10,BN60941,02 October 2025,11.10.2024,COLD CHAIN,FALSE,Ogun
PH400013,Multivitamin Syrup,SUPPLEMENTS,Swipha Nigeria,₦780.00,1061.65,-10,0,-10,BN40882,10-Apr-2025,10/02/2025,COLD CHAIN,yes,Cross River
PH400266,Omeprazole 20mg Cap,gi drugs,Swipha Nigeria,410.00 naira,546.63,3348,876,2472,BN99991,03/23/2027,12 March 2024,room temp,FALSE,Lagos State
PH400196,Amoxicillin 500mg Cap,ANTIBIOTICS,May & Baker Nigeria,₦480.00,₦583.71,null,0,0,BN65119,2025-03-16,2024/04/30,Controlled,true,Enugu
PH400336,Paracetamol 1000mg Tab,analgesics,Fidson Healthcare,120,NGN 176,-10,0,-10,BN40925,2026-02-10,02/05/2024,Cold Chain (2-8°C),Y,Cross River
PH400268,Diazepam 5mg Tab,ANXIOLYTICS,Evans Medical,null,709.73 ,0,0,0,n/a,2026-09-27,unknown date,room temp,1,Delta
PH400414,Paracetamol 1000mg Tab,Analgesics,May & Baker Nigeria,NGN 120,₦187.05,1777,576,1201,BN96585,unknown date,10-Nov-2024,COLD CHAIN,true,Delta
PH400415,Diazepam 5mg Tab,Anxiolytics,May & Baker Nigeria,₦550.00,₦684.89,0,0,0,BN91600,13-Nov-2025,12/25/2024,Cold Chain (2-8°C),FALSE,Enugu
PH400094,Cotrimoxazole 480mg Tab,ANTIBIOTICS,Swipha Nigeria,₦200.00,N270,-10,0,-10,BN86546,2026/11/29,2025-03-25,ambient,yes,Kaduna
PH400296,Diazepam 5mg Tab,Anxiolytics,May & Baker Nigeria,550.00 naira,N755,null,0,-10,unknown,02/01/2026,22/01/2024,COLD CHAIN,true,Ogun
PH400181,Omeprazole 20mg Cap,Gi Drugs,May & Baker Nigeria,₦410.00,NGN 572,1647,1347,300,BN95601,09-Aug-2026,13 October 2024,ambient,1,Cross River
PH400058,Diazepam 5mg Tab,Anxiolytics,May & Baker Nigeria,550,713.69,-10,0,-10,BN83436,02/28/2027,2024-03-21,Refrigerated,Yes,Abuja
