CustomerID,Age,Gender,MaritalStatus,EducationLevel,MonthlyIncome_Naira,CustomerTenure_Years,BranchLocation,PreferredChannel,Q1_StaffCourteous,Q2_TransactionSpeed,Q3_StaffKnowledge,Q4_EaseOfUse,Q5_ProblemResolution,OverallSatisfaction,LikelihoodToRecommend,ComplaintsPast6Months,WouldContinueBanking
1233,18,Male,Widowed,Master's,404700.0,1.7,Kano,USSD,4,4,3.0,3,3,7.0,7,4,Yes
1234,54,Male,Married,Bachelor's,231400.0,3.5,Kano,Mobile App,3,2,2.0,2,3,4.0,3,3,Yes
1235,41,Female,Widowed,Diploma,100300.0,7.6,Abuja,Branch,2,3,3.0,2,2,7.0,7,0,Yes
1236,52,Male,Single,Bachelor's,317600.0,8.0,Lagos,Mobile App,4,4,5.0,3,3,6.0,6,2,No
1237,49,Female,Married,Bachelor's,126200.0,9.8,Kano,USSD,1,1,3.0,2,3,5.0,5,2,Yes
1238,38,Female,Single,Diploma,167900.0,1.1,Kano,Branch,2,1,,2,3,5.0,4,1,Yes
1239,32,Male,Married,Diploma,,1.2,Abuja,USSD,2,2,3.0,2,3,8.0,8,0,Yes
1240,48,Female,Married,Bachelor's,110200.0,7.4,Ibadan,ATM,1,2,1.0,1,1,2.0,2,1,No
1241,24,Female,Divorced,Bachelor's,,1.5,Lagos,USSD,2,3,3.0,3,2,4.0,4,0,Yes
1242,46,Male,Married,Master's,385800.0,7.8,Ibadan,USSD,4,2,3.0,3,3,6.0,5,1,No
1243,22,Male,Single,Diploma,86100.0,0.2,Lagos,USSD,3,2,2.0,3,2,5.0,7,2,Yes
1244,49,Male,Single,Secondary,91900.0,1.4,Lagos,USSD,3,2,3.0,3,2,7.0,5,1,Yes
1245,48,Male,Single,Bachelor's,128300.0,5.9,Abuja,Branch,2,3,3.0,3,3,5.0,5,1,No
1246,22,Male,Single,Master's,354800.0,1.0,Lagos,ATM,2,1,2.0,2,2,5.0,4,1,Yes
1247,54,Female,Married,Diploma,75600.0,9.0,Lagos,Internet Banking,3,3,3.0,4,3,8.0,10,1,Yes
1248,37,Male,Married,Diploma,230600.0,1.6,Lagos,Internet Banking,5,4,,5,5,9.0,7,0,Yes
1249,55,Male,Married,Diploma,175300.0,12.1,Abuja,USSD,3,3,4.0,3,3,4.0,3,3,No
1250,19,Female,Married,Bachelor's,126600.0,0.2,Kano,USSD,4,3,4.0,3,5,8.0,6,0,Yes
